LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,FV,RH,RL,RM,No alley access,Pave,NoSeWa,AsphShn,BrkComm,BrkFace,CBlock,CemntBd,HdBoard,ImStucc,MetalSd,Plywood,Stone,Stucco,VinylSd,Wd Sdng,WdShing,Brk Cmn,CmentBd,Other,Wd Shng,None,Fa,Gd,No Basement,TA,Po,Mn,No,BLQ,GLQ,LwQ,Rec,Unf,FuseF,FuseP,Mix,SBrkr,Maj2,Min1,Min2,Mod,Sev,Typ,No Fireplace,Attchd,Basment,BuiltIn,CarPort,Detchd,No Garage,RFn,No Pool,GdWo,MnPrv,MnWw,No Fence,No Misc Feature,Othr,Shed,TenC,CWD,Con,ConLD,ConLI,ConLw,New,Oth,WD,AdjLand,Alloca,Family,Normal,Partial,P,Y,GasA,GasW,Grav,OthW,Wall,PConc,Slab,Wood,CompShg,Membran,Metal,Roll,Tar&Grv,WdShake,WdShngl,Gable,Gambrel,Hip,Mansard,1.5Unf,1Story,2.5Fin,2.5Unf,2Story,SFoyer,SLvl,2fmCon,Duplex,Twnhs,TwnhsE,Feedr,Norm,PosA,PosN,RRAe,RRAn,RRNe,RRNn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker,HLS,Low,Lvl,IR2,IR3,Reg,30,40,45,50,60,70,75,80,85,90,120,150,160,180,190,CulDSac,FR2,FR3,Inside
14.248076809271918,181.85864135253482,3.6568542494923797,2.8989794855663558,87.53211714239757,87.53211714239757,26.071337695236398,51.17894320123333,0.0,22.576411454889016,56.5491246732178,56.5491246732178,56.480766068853775,0.0,80.72847151978573,0.8284271247461901,0.0,1.4641016151377548,0.8284271247461901,2.0,0.8284271247461901,4.000000000000001,0.0,87.53211714239757,1.4641016151377548,44.861498055439924,0.0,13.748015748023622,0.0,0.0,0.0,0.0,0.0,1.4641016151377548,87.64373932405991,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.000000000000004,193.96938536414305,3.2915026221291805,4.000000000000001,86.92693630166285,86.92693630166285,0.0,60.57795138864806,0.0,31.763886032268267,69.07742257566744,69.07742257566744,0.0,0.0,69.07742257566744,0.0,0.8284271247461901,1.4641016151377548,0.0,2.0,0.8284271247461901,3.2915026221291805,0.8284271247461901,86.92693630166285,1.4641016151377548,40.941821107167776,32.58323293158117,0.0,0.0,0.0,0.0,0.0,0.0,2.8989794855663558,87.62142600963232,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14.613247725836153,210.14146223687627,3.6568542494923797,2.8989794855663558,87.48742928478838,87.50977600240098,23.534290669607408,42.13615298142782,0.0,39.71330722922842,58.69596362197407,58.69596362197407,56.88972745734181,0.0,82.54584555139299,0.8284271247461901,0.0,1.4641016151377548,0.8284271247461901,2.0,0.8284271247461901,3.2915026221291805,0.8284271247461901,87.48742928478838,1.4641016151377548,47.35585071701227,0.0,11.114877048604,0.0,0.0,0.0,0.0,0.0,4.324555320336759,87.64373932405991,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.62049935181331,193.45843547925986,3.6568542494923797,2.8989794855663558,85.54427451295714,86.79189152169245,0.0,27.461839725312473,0.0,44.51881339845202,53.02726596879041,60.03224967708329,53.02726596879041,0.0,80.89752710425081,0.8284271247461901,0.0,0.8284271247461901,0.0,2.0,0.8284271247461901,3.6568542494923797,0.8284271247461901,87.42035562443262,2.0,48.71488933242386,0.0,10.0,31.045423283716616,0.0,0.0,0.0,0.0,1.4641016151377548,87.59910713840847,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16.439088914585778,236.83885781003048,4.000000000000001,2.8989794855663558,87.46507698538016,87.46507698538016,35.46998799039038,49.22499389946278,0.0,42.31703961232067,65.70524351924304,65.70524351924304,62.930732322991716,0.0,91.78699270154685,0.8284271247461901,0.0,1.4641016151377548,0.8284271247461901,2.4721359549995796,0.8284271247461901,4.324555320336759,0.8284271247461901,87.46507698538016,2.0,55.86190456595773,25.78488797889961,16.439088914585778,0.0,0.0,0.0,0.0,0.0,5.211102550927978,87.64373932405991,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.547236990991404,235.62154784446628,2.8989794855663558,2.8989794855663558,87.30845424706443,87.35323161475472,0.0,52.14794548272353,0.0,14.124515496597098,54.46237685397242,54.46237685397242,45.623523599162624,0.0,71.83765976789894,0.8284271247461901,0.0,0.8284271247461901,0.8284271247461901,0.8284271247461901,0.8284271247461901,2.8989794855663558,0.0,87.30845424706443,1.4641016151377548,41.86342439892262,10.806248474865699,9.135528725660045,0.0,33.832945734337834,0.0,0.0,50.952809179494906,4.6332495807108005,87.66604708583958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.435595774162692,198.84820138602186,4.000000000000001,2.8989794855663558,87.55445270895245,87.57678270623478,25.34958866235469,72.027022093287,0.0,33.66510900025402,80.1462111116514,80.3407554009556,0.0,0.0,80.3407554009556,0.8284271247461901,0.0,1.4641016151377548,0.0,2.0,0.8284271247461901,3.6568542494923797,0.8284271247461901,87.55445270895245,1.4641016151377548,48.47771785649584,29.999999999999996,13.231546211727816,0.0,0.0,0.0,0.0,0.0,4.000000000000001,87.62142600963232,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.613979538612124,201.7940136510393,3.6568542494923797,3.2915026221291805,86.85943956609226,86.85943956609226,29.048349392520045,56.65151319446071,9.489125293076057,27.461839725312473,64.57326790837296,64.57326790837296,60.73754856543248,0.0,89.4549069213894,0.8284271247461901,0.0,1.4641016151377548,0.8284271247461901,2.0,0.8284271247461901,3.6568542494923797,1.4641016151377548,86.85943956609226,1.4641016151377548,42.045431091090485,28.72458299147444,26.63564212655271,28.265491900843116,0.0,0.0,0.0,35.46998799039038,4.92820323027551,87.66604708583958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.422205101855958,154.4736399525492,3.6568542494923797,2.8989794855663558,85.90904390334363,86.3402513014311,0.0,0.0,0.0,59.74139616173252,59.74139616173252,61.96874236687789,52.88169093604897,0.0,82.2614977317636,0.0,0.0,1.4641016151377548,0.0,1.4641016151377548,1.4641016151377548,4.000000000000001,1.4641016151377548,85.90904390334363,1.4641016151377548,41.31281565541543,17.07878402833891,0.0,26.70540018881465,0.0,0.0,0.0,0.0,2.4721359549995796,87.64373932405991,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.282856857085699,170.2904524342542,2.8989794855663558,3.2915026221291805,86.09086218218097,86.3402513014311,0.0,56.37807807730569,0.0,21.748684174075837,60.992062992094475,63.665820637528,0.0,0.0,63.665820637528,0.8284271247461901,0.0,0.8284271247461901,0.0,1.4641016151377548,1.4641016151377548,2.8989794855663558,1.4641016151377548,86.09086218218097,0.8284271247461901,26.70540018881465,0.0,2.4721359549995796,0.0,0.0,0.0,0.0,0.0,0.8284271247461901,87.64373932405991,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
